"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"Grammatical encoding of past time in L2 Norwegian: The roles of L1 influence and verb semantics","AKH Gujord - 2013 - bora.uib.no",2013,"http://bora.uib.no/handle/1956/6867","http://bora.uib.no/bitstream/handle/1956/6867/Dr.thesis_AK_Helland_Gujord.pdf?sequence=1&isAllowed=y"
"Developing Methods and Resources for Automated Processing of the African Language Igbo","IE Onyenwe - 2017 - etheses.whiterose.ac.uk",2017,"http://etheses.whiterose.ac.uk/id/eprint/17043","http://etheses.whiterose.ac.uk/17043/1/Ikechukwu.E.Onyenwe-PHD-ThesisComplete_version.pdf"
"Research methods in interpreting: A practical resource","S Hale, J Napier - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=vadPAQAAQBAJ&oi=fnd&pg=PR3&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Fe-w8nH_pL&sig=2DX2Z4ENGJzA14nqAaBjhKucy54",NA
"11 Production modes: Writing as materializing and stimulating thoughts","G Jacobs, D Perrin - Handbook of Writing and Text Production, 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=-MXmBQAAQBAJ&oi=fnd&pg=PA181&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=rV-jT5xwgC&sig=EdAIe9rtZsBtZI2VR_994TLCDw0",NA
"The future of literacy studies","M Baynham, M Prinsloo - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=JI99DAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=cpgBidijR8&sig=funoFN5DUqRtgP45GHzQ3w4ivPE",NA
"Sibyl, a factoid question-answering system for spoken documents","PR Comas, J Turmo, L M,2012,"http://dl.acm.org/citation.cfm?id=2328972",NA
"Temporal information retrieval","N Kanhabua, R Blanco, K Nørvåg - Foundations and Trends®  …, 2015 - nowpublishers.com",2015,"http://www.nowpublishers.com/article/Details/INR-043","http://www.nowpublishers.com/article/DownloadSummary/INR-043"
"Normalization in Translation: Corpus-based Diachronic Research into Twentieth-century English–Chinese Fictional Translation","Y Xia - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=GssxBwAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=DvDGW9o_Lt&sig=_h0jzSnacLH6k8YcWOgdKh1_icM",NA
"Pathfinding'discourses of self in social network sites","M Georgalou - …  behavior and digital communication: language  …, 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=YacRZEL3azAC&oi=fnd&pg=PA39&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=a6dl-3jt1G&sig=n0OQ0oaTTkhWrJudE8UPTSRj9Io","https://pdfs.semanticscholar.org/48c2/4e6f178e1ed9bac891d0830e13dfa706ac8d.pdf"
"Semi-automatic enrichment of crowdsourced synonymy networks: the WISIGOTH system applied to Wiktionary","F Sajous, E Navarro, B Gaume, L Pr,2013,"http://www.springerlink.com/index/2775805J55T15875.pdf","https://hal.archives-ouvertes.fr/hal-00709734/file/sajousEtAl_LRE2013_WISIGOTH.pdf"
"The Explicit and Implicit Phonological Processing of Chinese Characters and Words in Taiwanese Deaf Signers","YS Chiu, WJ Kuo, CY Lee… - …  and Linguistics, 2016 - journals.sagepub.com",2016,"http://journals.sagepub.com/doi/abs/10.1177/1606822X15614518","http://journals.sagepub.com/doi/full/10.1177/1606822X15614518"
"Intercomprehension between two unrelated languages: a case study on Italian and Dutch.","MA Muilwijk - 2014 - dspace.unive.it",2014,"http://dspace.unive.it/handle/10579/5431","http://dspace.unive.it/bitstream/handle/10579/5431/982159-1182809.pdf?sequence=2"
"Phrase detectives: Utilizing collective intelligence for internet-scale language resource creation","M Poesio, J Chamberlain, U Kruschwitz… - ACM Transactions on  …, 2013 - dl.acm.org",2013,"http://dl.acm.org/citation.cfm?id=2448119","http://www.aaai.org/ocs/index.php/IJCAI/IJCAI15/paper/download/10937/11156"
"Semiotics of international law: Trade and translation","EM De Carvalho - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=20xbnOwyWeIC&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Kgx2F56bBJ&sig=bAlRfn7BChSaLgUS5hcuYsluwqw",NA
"Evolution of biomedical ontologies and mappings: Overview of recent approaches","A Groß, C Pruski, E Rahm - Computational and structural biotechnology  …, 2016 - Elsevier",2016,"http://www.sciencedirect.com/science/article/pii/S2001037016300319","http://www.sciencedirect.com/science/article/pii/S2001037016300319"
"Lexical Processing in Second Language Learners: Papers and Perspectives in Honour of Paul Meara","PM Meara - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=cHjs390vbncC&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=fdUYlyH1E2&sig=1gJk5fR9cMxWKAvT9rSFiUPP5ho",NA
"Parse decoration of the word sequence in the speech-to-text machine-translation pipeline","JG Kahn - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/4ef02263bae77db740f51320f8b8c632/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Historical linguistics: Toward a twenty-first century reintegration","D Ringe, JF Eska - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=BhnJrYF4UNgC&oi=fnd&pg=PR10&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=_tYTm46FgG&sig=kyRqKolT9YMqSS-xlov9usUS2Xg",NA
"Minimally Supervised Number Normalization","K Gorman, R Sproat - …  of the Association for Computational Linguistics, 2016 - transacl.org",2016,"https://www.transacl.org/ojs/index.php/tacl/article/view/897","https://www.transacl.org/ojs/index.php/tacl/article/download/897/213"
"Automatic Description Generation from Images: A Survey of Models, Datasets, and Evaluation Measures.","R Bernardi, R Cakici, D Elliott, A Erdem, E Erdem… - J. Artif. Intell. Res.( …, 2016 - jair.org",2016,"https://www.jair.org/media/4900/live-4900-9139-jair.pdf","https://www.jair.org/media/4900/live-4900-9139-jair.pdf"
"Studying Web Search Engines from a User Perspective: Key concepts and Main Approaches","S Chaudiron, M Ihadjadene - Next Generation Search Engines:  …, 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=M6KeBQAAQBAJ&oi=fnd&pg=PA411&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=N8mQBWo-PP&sig=Iv38dnVfZdSe5FmsNHi9kubfq-0",NA
"Discourse oriented summarization","WE Bosma - 2008 - doc.utwente.nl",2008,"http://doc.utwente.nl/58836/1/thesis_Bosma.pdf","http://doc.utwente.nl/58836/1/thesis_Bosma.pdf"
"Small-language fates and prospects: lessons of persistence and change from endangered languages: collected essays","N Dorian - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=R2W7AwAAQBAJ&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=22Z4Fc8OCR&sig=Q0bgg-kbPTw-zkcw5oH5fTH-k-U",NA
"Translationswissenschaft: Stand und Perspektiven","LN Zybatow - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=nzOHgZM9Q4IC&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=SgN2ruy_RQ&sig=bcTKo80xOgxgIZvIFGsILyxnrt0",NA
"Sacred languages and sacred texts","J Sawyer - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=30srBgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=j4nVOacc-S&sig=-Uv-8fDU65f4oGB54I9bFeCWbV0",NA
"Detecting and Extracting Events from Text Documents","J Kalita - arXiv preprint arXiv:1601.04012, 2016 - arxiv.org",2016,"https://arxiv.org/abs/1601.04012","https://arxiv.org/pdf/1601.04012"
"The good ELF user: A qualitative meta-analysis of strategic language use behaviours in English as a lingua franca","A Ollinger - 2012 - academia.edu",2012,"http://www.academia.edu/download/31896619/Communication_strategies_in_ELF.pdf","http://www.academia.edu/download/31896619/Communication_strategies_in_ELF.pdf"
"Recognizing textual entailment","M Sammons, V Vydiswaran, D Roth - Multilingual Natural Language  …, 2011 - l2r.cs.uiuc.edu",2011,"http://l2r.cs.uiuc.edu/~danr/Teaching/CS546-13/TeChapter.pdf","http://l2r.cs.uiuc.edu/~danr/Teaching/CS546-13/TeChapter.pdf"
"Age-related effects on the acquisition of second language phonology and grammar","HB Huang - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/2cf4b851b7aaca862842cd2d4e253e28/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Idiom comprehension in bilingual and monolingual adolescents","B Fust,2008,"http://search.proquest.com/openview/9873e0331feb43e5c11900e42be490a3/1?pq-origsite=gscholar&cbl=18750&diss=y","http://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=1255&context=etd"
"Designing for cross-cultural group chat","N Li - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/714fc71161fe41b04d8f445b31382ab3/1?pq-origsite=gscholar&cbl=18750&diss=y","https://etda.libraries.psu.edu/files/final_submissions/10193"
"RUSSIAN LANGUAGE FLAGSHIP","B MAWR - pdfs.semanticscholar.org",NA,"https://pdfs.semanticscholar.org/d6c8/8cc74abad0d07240cca049b8f2eee4ed95af.pdf","https://pdfs.semanticscholar.org/d6c8/8cc74abad0d07240cca049b8f2eee4ed95af.pdf"
"Semi-automatic ontology engineering and ontology supported document indexing in a multilingual environment","B Lauser - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=Q409AwAAQBAJ&oi=fnd&pg=PA1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=4F9ACXiguW&sig=U0yGSM3RIv6HKFbPbhB8fQs5mvs","http://www.kde.cs.uni-kassel.de/benz/hotho/ss2009/Diplomarbeiten/fertig/MasterThesis_Lauser.pdf"
"21st century international mindedness: An exploratory study of its conceptualisation and assessment","M Singh, J Qi - 2013 - researchdirect.westernsydney.edu. …",2013,"http://researchdirect.westernsydney.edu.au/islandora/object/uws%3A22668/","http://researchdirect.westernsydney.edu.au/islandora/object/uws%3A22668/datastream/PDF/view"
"Semi-Supervised and Latent-Variable Models of Natural Language Semantics","D Das - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/ea60dcb69b534f9037ac298b948c8d1d/1?pq-origsite=gscholar&cbl=18750&diss=y","http://repository.cmu.edu/cgi/viewcontent.cgi?article=1342&context=dissertations"
"Semantic to intelligent web era: building blocks, applications, and current trends","J Tekli, AA Rjeily, R Chbeir, G Tekli… - Proceedings of the Fifth …, 2013 - dl.acm.org",2013,"http://dl.acm.org/citation.cfm?id=2536150",NA
""" Hard to place"": Multilingual immigrant-origin students in community colleges","T Darbes - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/60b742d86c28e49a14c613589794fd95/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Recontextualizations of families of linguistic and cultural diversity in educational e-discourse: a discourse analysis of representation, accessibility, and ideological  …","JL Newman - 2016 - search.proquest.com",2016,"http://search.proquest.com/openview/8d6a9ae6a7cc286541bc56d706d1d530/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Sub-Saharan African languages: from speech fundamentals to applications","M Adda-Decker, L Besacier, M Davel, L Hyman… - 2016 - isca-speech.org",2016,"http://www.isca-speech.org/iscapad/iscapad.php?module=category&id=1042",NA
"Text mining: Current trends and applications","K Kasemsap - Web data mining and the development of  …, 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=feTMDQAAQBAJ&oi=fnd&pg=PA338&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=0KJhxpKfay&sig=5Ad5b3Ipvt-ZdsJV10bMPT2e0LM",NA
"Literacy development in Spanish-English bilingual children: The role of phonological awareness and working memory","KL Hanson - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/707ca1e621681e7e4376530d2c54706a/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"I English Language","V Haser, A Auer, B Botma, B Gyuris… - The Year's Work in  …, 2015 - academic.oup.com",2015,"https://academic.oup.com/ywes/article-abstract/94/1/1/1944646","http://legacy.wlu.ca/documents/63508/Review_in_The_Year%92s_Work_in_English_Studies.pdf"
"Creation and Management of Structured Language Resources","A Rambousek - 2015 - is.muni.cz",2015,"https://is.muni.cz/th/60380/fi_d/dissertation.pdf","https://is.muni.cz/th/60380/fi_d/dissertation.pdf"
"Articulating Chinese Cultural Identity Through Participating in Teaching Chinese Mandarin Heritage Language","Y Shen - 2012 - curve.carleton.ca",2012,"https://curve.carleton.ca/system/files/etd/2012b84b-5a1f-46e1-a20b-a079330155e0/etd_pdf/94fe0bc10940cc7fe3f55f9690a99a50/shen-articulatingchineseculturalidentitythrough.pdf","https://curve.carleton.ca/system/files/etd/2012b84b-5a1f-46e1-a20b-a079330155e0/etd_pdf/94fe0bc10940cc7fe3f55f9690a99a50/shen-articulatingchineseculturalidentitythrough.pdf"
"Automating the creation of dictionaries: where will it all end","M Rundell, A Kilgarriff - A Taste for Corpora. In honour of  …, 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=GcFxAAAAQBAJ&oi=fnd&pg=PA257&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=tJTNYqnesE&sig=Qpn3szcoZpu4e526CqadM5Z9Bu4","https://www.sketchengine.co.uk/wp-content/uploads/Automating_the_creation_2011.pdf"
"Displaced women: multilingual narratives of migration in Europe","L Aiello, J Charnley, M Palladino - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=3WwxBwAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=5J9Abh2s-0&sig=Rk6ZaJiowx9OBYTd5V0Q6O6fsUg",NA
"The New Specialized Discourse of Business Greening: A Multimodal Approach to Environmental Knowledge Communication","CD Maier - XVII European Symposium on language for specific  …, 2009 - bcom.au.dk",2009,"http://bcom.au.dk/fileadmin/www.asb.dk/en/aboutasb/departments/departmentoflanguageandbusinesscommunication/research/phdprogrammes/phdcourses/xviieuropeansymposiumonlsp/onlineproceedings/abstractsmz/fileexplorer_fetchfile-aspx-file-13961.pdf","http://bcom.au.dk/fileadmin/www.asb.dk/en/aboutasb/departments/departmentoflanguageandbusinesscommunication/research/phdprogrammes/phdcourses/xviieuropeansymposiumonlsp/onlineproceedings/abstractsmz/fileexplorer_fetchfile-aspx-file-13961.pdf"
"Advanced techniques for semantic concept detection in general videos","W Jiang - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/7209c024de856a84c626d298ee3953cb/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/7209c024de856a84c626d298ee3953cb/1?pq-origsite=gscholar&cbl=18750&diss=y"
"Discourse 2.0: Language and new media","D Tannen, AM Trester - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=IeA8Q2fIN-0C&oi=fnd&pg=PP2&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=ddT-oOFyxh&sig=z14hHeKNyGWLI25U39a6_W40sS0","http://www.american.edu/ctrl/upload/Reading_in_Print_or_Onscreen.pdf"
"Improving scalability of support vector machines for biomedical named entity recognition","MS Habib - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/5de5b01797d72ed5d5780c5c0a677694/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.cs.uccs.edu/~jkalita/work/StudentResearch/HabibPhDThesis2008.pdf"
"NLP and Digital Library Management","L Da Sylva - …  (r,2012,"http://books.google.com/books?hl=en&lr=&id=3IWjcEzq2xAC&oi=fnd&pg=PA265&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=0NrDrkQRCv&sig=xOQ2ApC3WoYgD8XXCQ36ZYUm1Tc",NA
"Examining Listening: developments and issues in assessing second language listening","A Geranpayeh, L Taylor - Research Notes, 2008 - cambridgeesol.org",2008,"http://www.cambridgeesol.org/images/23151-research-notes-32.pdf","http://www.cambridgeesol.org/images/23151-research-notes-32.pdf"
"Language use in the natural environment of Spanish-English bilingual 3-and 4-year-olds","RW Saffo - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/a83e8a8beccdbf01e331a3ec69f2e183/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Keystroke logging in writing research: Using Inputlog to analyze and visualize writing processes","M Leijten, L Van Waes - Written Communication, 2013 - journals.sagepub.com",2013,"http://journals.sagepub.com/doi/abs/10.1177/0741088313491692","http://journals.sagepub.com/doi/full/10.1177/0741088313491692"
"Measuring the societal impacts of universities' research into arts and the humanities (HERAVALUE)","P Benneworth - 2014 - doc.utwente.nl",2014,"http://doc.utwente.nl/92116/1/hera_jrp_outcomes_achievements.pdf","http://doc.utwente.nl/92116/1/hera_jrp_outcomes_achievements.pdf"
"Phonological development in Swahili a descriptive, cross-sectional study of typically developing pre-schoolers in Tanzania","N Gangji - 2012 - open.uct.ac.za",2012,"http://open.uct.ac.za/handle/11427/2916","http://open.uct.ac.za/bitstream/handle/11427/2916/thesis_hsf_2012_gangji_n.pdf?sequence=1"
"Talking the talk: Language, psychology and science","TA Harley - 2017 - books.google.com",2017,"http://books.google.com/books?hl=en&lr=&id=7zElDwAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=6WpTIJByd6&sig=J0aPBF8K6TO4NyRZTgA7m6Yu0vU",NA
"Text Genres and Registers: The Computation of Linguistic Features","CA Fang, J Cao - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=iVuEBgAAQBAJ&oi=fnd&pg=PR8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=RXIwLqrBgt&sig=rC440Ezw08Q0L0oYntVbfbD2eMU",NA
"Fluency in writing: A multidimensional perspective on writing fluency applied to L1 and L2","L Van Waes, M Leijten - Computers and Composition, 2015 - Elsevier",2015,"http://www.sciencedirect.com/science/article/pii/S8755461515000778","https://www.researchgate.net/profile/Luuk_Van_Waes/publication/283082661_Fluency_in_Writing_A_Multidimensional_Perspective_on_Writing_Fluency_Applied_to_L1_and_L2/links/56294f8808ae22b1702f1804.pdf"
"The Fourth Asian Translation Traditions Conference: Appropriation and Transformation in Asian Translation Traditions","S Dasgupta, ETC Bengal - 2010 - cuhk.edu.hk",2010,"http://www.cuhk.edu.hk/rct/asiantranslation4/Images/pdf/abstracts_upload_20101027.pdf","http://www.cuhk.edu.hk/rct/asiantranslation4/Images/pdf/abstracts_upload_20101027.pdf"
"Perception and acquisition of second language phonology","J Yarmolinskaya - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/7f919aff60cd300eeb605ffe6aa14f94/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Adverse drug event detection, causality inference, patient communication and translational research","BP Ramesh - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/55b2724638abfd568e0387c65dfa3e14/1?pq-origsite=gscholar&cbl=18750&diss=y","http://dc.uwm.edu/cgi/viewcontent.cgi?article=1517&context=etd"
"Localization strategies for global e-business","N Singh - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=7KwgAwAAQBAJ&oi=fnd&pg=PR11&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=3ZK6cxLtEm&sig=39_VS-0xEq9fy1BXp06aK9ntsVQ",NA
"Mediatization and sociolinguistic change. Key concepts, research traditions, open issues","J Androutsopoulos - Mediatization and sociolinguistic change, 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=_oDnBQAAQBAJ&oi=fnd&pg=PA3&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=3R2-puz60M&sig=LLTd4nF9kNoi7CMqaX1kc8Q80MI",NA
"Teaching and researching writing","K Hyland - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=pI34CgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=DRhNFDMh1c&sig=3PyFJGd694IzrTWCUoZS7aHHpFM",NA
"An analysis of verbal interactions during dialogic reading with Spanish-speaking children enrolled in a Head Start home visiting program","LK Duran - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/bdc05376e3e0351e9b0feb1398a2b674/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"A neurocognitive investigation of bilingual advantages at additional language learning","SE Grey - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/23bb0085e8c489699fe732a2bd20f89f/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/23bb0085e8c489699fe732a2bd20f89f/1?pq-origsite=gscholar&cbl=18750&diss=y"
"Word Sense Disambiguation for Urdu Text by Machine Learning","SZ Arif, MM Yaqoob, A Rehman… - International Journal of  …, 2016 - search.proquest.com",2016,"http://search.proquest.com/openview/99b796b664ffb6db67903549b9a86e93/1?pq-origsite=gscholar&cbl=616671","https://www.researchgate.net/profile/Mateen_Yaqoob/publication/304137457_Word_Sense_Disambiguation_for_Urdu_Text_by_Machine_Learning/links/5767b28208ae1658e2f82785/Word-Sense-Disambiguation-for-Urdu-Text-by-Machine-Learning.pdf"
"Shyness and EFL learning in Taiwan: A study of shy and non-shy college students' use of strategies, foreign language anxiety, motivation, and willingness to  …","HNR Chu - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/8e88f2b644c415ff200dd3ac6a7db937/1?pq-origsite=gscholar&cbl=18750&diss=y","https://repositories.lib.utexas.edu/bitstream/handle/2152/3864/chuh41126.pdf?sequence=2"
"Information retrieval evaluation","D Harman - …  Lectures on Information Concepts, Retrieval, and  …, 2011 - morganclaypool.com",2011,"http://www.morganclaypool.com/doi/abs/10.2200/S00368ED1V01Y201105ICR019","https://wiki.eecs.yorku.ca/course_archive/2014-15/F/4412/_media/ir_evaluation.pdf"
"A formal model of ambiguity and its applications in machine translation","CJ Dyer - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/7550a757d4bbcae5e37e374863bb02c0/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA630855"
"Corpus-based sociolinguistics: A guide for students","E Friginal, J Hardy - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=1sdiAgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=pCTLi9slOX&sig=vJF6nHoJkat9M9y9ySPyr-Gz-uo",NA
"A collective case study of the mediational tools used by undergraduates in academic writing across languages","A Valfredini - 2015 - search.proquest.com",2015,"http://search.proquest.com/openview/12276497dad71d34d720c1617fdd6868/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.academia.edu/download/39936323/Valfredini__Alessia_-_dissertation.pdf"
"Text and network mining for literature-based scientific discovery in biomedicine","A Ozgur - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/384765a81f03ec765253d453096876da/1?pq-origsite=gscholar&cbl=18750&diss=y","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/78956/ozgur_1.pdf?sequence=1&isAllowed=y"
"Mining user generated content","MF Moens, J Li, TS Chua - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=AJ6NAgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Zk9uv8BpNR&sig=cJgLUNpTLzwojuKEw6Z-kZjDbNE",NA
"Emotion and cognition in action: An ethnographic microanalysis of elderly language learners and their teacher","L Amador - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/4002147a6cf5081b4deca2a7e4a43459/1?pq-origsite=gscholar&cbl=18750&diss=y","http://escholarship.org/uc/item/5pp6b4sr.pdf"
"Robust French syntax analysis: reconciling statistical methods and linguistic knowledge in the Talismane toolkit","A Urieli - 2013 - halshs.archives-ouvertes.fr",2013,"https://halshs.archives-ouvertes.fr/tel-01058143/","https://halshs.archives-ouvertes.fr/docs/01/05/81/43/PDF/Urieli_Assaf.pdf"
"Causal Relationship Detection in Archival Collections of Product Reviews for Understanding Technology Evolution","Y Zhang, A Jatowt, K Tanaka - ACM Transactions on Information Systems …, 2016 - dl.acm.org",2016,"http://dl.acm.org/citation.cfm?id=2937752",NA
"In translation: Translators on their work and what it means","E Allen, S Bernofsky - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=E2GsAgAAQBAJ&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=aChgs5PRzx&sig=bCO2A6DR2nMv_akkZHLHBXW4gII",NA
"Spanish expansion of a parallel treebank","A G,2009,"http://www.cl.uzh.ch/dam/jcr:00000000-6a77-a254-0000-000056729cc0/lizGoehringAnne.pdf","http://www.cl.uzh.ch/dam/jcr:00000000-6a77-a254-0000-000056729cc0/lizGoehringAnne.pdf"
"Combining Natural Language Processing and Statistical Text Mining: A Study of Specialized Versus Common Languages","J Jarman - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/d7b4f5ec6d39c52126d54458a46e329f/1?pq-origsite=gscholar&cbl=18750&diss=y","http://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=4361&context=etd"
"Feature Selection for Hand-Geometry based Person Authentication","V Roy, CV Jawahar - IEEE Transactions on Image Processing, 2008 - iiit.ac.in",2008,"https://www.iiit.ac.in/cgi-bin/techreports/display_detail.cgi/?author=all&stream=eerc","https://www.iiit.ac.in/cgi-bin/techreports/display_detail.cgi/?author=all&stream=eerc"
"Regulating Code: Inter-disciplinary Empirical Case Studies in Governance and Regulation","C Marsden, I Brown - 2011 - papers.ssrn.com",2011,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1989676","https://www.researchgate.net/profile/Christopher_Marsden2/publication/228172917_Regulating_Code_Inter-Disciplinary_Empirical_Case_Studies_in_Governance_and_Regulation/links/00b4951b6d2c3549cd000000.pdf"
"ConContributions for building a Corpora-Flow system","AF Santos - 2011 - repositorium.sdum.uminho.pt",2011,"https://repositorium.sdum.uminho.pt/handle/1822/28122","https://repositorium.sdum.uminho.pt/bitstream/1822/28122/1/eeum_di_dissertacao_pg15973.pdf"
"The Old English Translation of Bede's Historia Ecclesiastica Gentis Anglorum in its Historical and Cultural Context","A Lemke - 2016 - oapen.org",2016,"http://www.oapen.org/search?identifier=610369","http://www.oapen.org/download?type=document&docid=610369"
